# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
P2U-Bardon-LWS02;600;2022-05-08 04:10:01 UTC;5.47;5209.28;198565.26;0.10;200731.07;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 04:20:01 UTC;2.43;4894.50;198606.14;0.03;200660.55;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 04:30:01 UTC;1.17;5454.60;199302.24;0.01;201285.99;0.00;0.68;0.36;52.70
P2U-Bardon-LWS02;600;2022-05-08 04:40:01 UTC;8.73;5088.81;198466.24;0.01;200609.88;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 04:50:01 UTC;0.29;4868.22;199419.84;0.00;201427.62;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 05:00:01 UTC;1342.07;5324.04;200585.46;0.01;207850.66;337.61;1064.17;153.26;10.93
P2U-Bardon-LWS02;600;2022-05-08 05:10:01 UTC;1.89;4942.86;201173.37;0.03;203266.72;43.47;0.00;0.75;1.72
P2U-Bardon-LWS02;600;2022-05-08 05:20:01 UTC;0.95;5054.40;200267.60;0.01;202421.48;160.78;82.16;1.69;0.69
P2U-Bardon-LWS02;600;2022-05-08 05:30:01 UTC;1.45;5608.06;199079.43;0.03;201124.81;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 05:40:01 UTC;1047.10;3091.13;198244.16;0.17;200495.57;1399.17;38.26;395.61;27.52
P2U-Bardon-LWS02;600;2022-05-08 05:50:01 UTC;9.87;4984.81;198512.39;0.16;200628.24;9.17;0.00;9.16;99.85
P2U-Bardon-LWS02;600;2022-05-08 06:00:01 UTC;2391.55;5348.15;199942.01;281.17;208202.05;27.04;2382.01;918.38;38.12
P2U-Bardon-LWS02;600;2022-05-08 06:10:01 UTC;10.04;5472.77;198703.23;0.12;200916.87;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 06:20:01 UTC;7.57;5040.09;200049.52;0.09;202165.88;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 06:30:01 UTC;8.50;5319.86;200321.28;0.13;202206.68;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 06:40:01 UTC;175.95;5087.17;200570.78;0.03;202747.23;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 06:50:01 UTC;4.77;4937.92;199582.64;0.04;201669.92;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 07:00:01 UTC;428.33;5373.40;198905.68;63.61;206630.17;0.00;1191.94;139.53;11.71
P2U-Bardon-LWS02;600;2022-05-08 07:10:01 UTC;221.35;4913.71;199314.48;0.09;201216.96;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 07:20:01 UTC;3.97;5083.91;198488.86;0.04;200608.15;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 07:30:01 UTC;7.46;5793.03;199361.99;0.08;201399.86;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 07:40:01 UTC;0.91;5138.92;198484.46;0.01;200604.35;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 07:50:01 UTC;0.43;4633.42;198688.47;0.01;200642.94;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 08:00:01 UTC;5.33;5745.04;198996.36;0.10;207036.03;541.40;1895.69;121.85;5.00
P2U-Bardon-LWS02;599;2022-05-08 08:10:01 UTC;2.02;4963.30;198827.74;0.03;200914.10;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 08:20:01 UTC;4.06;5097.11;198556.20;0.05;200680.98;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 08:30:01 UTC;5.34;5649.82;200113.32;0.06;202158.19;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 08:40:01 UTC;9.44;5148.77;200113.11;0.15;202220.62;147.83;0.00;27.42;18.55
P2U-Bardon-LWS02;600;2022-05-08 08:50:01 UTC;1.89;4912.37;199180.23;0.02;201264.46;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 09:00:01 UTC;10.50;5582.49;198940.66;0.14;206900.95;10.23;1953.09;152.27;7.76
P2U-Bardon-LWS02;600;2022-05-08 09:10:01 UTC;2.64;4636.95;200462.00;0.04;202436.53;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 09:20:01 UTC;2.78;5103.50;199316.31;0.04;201433.01;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 09:30:01 UTC;2.24;5641.80;199136.75;0.02;201181.75;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 09:40:01 UTC;6.47;5158.63;198793.94;0.02;200797.47;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 09:50:01 UTC;0.69;5080.47;198410.03;0.01;200546.91;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 10:00:01 UTC;4.51;5530.06;199122.72;0.13;207168.83;7.75;808.11;221.10;27.10
P2U-Bardon-LWS02;599;2022-05-08 10:10:01 UTC;5.25;5224.82;199053.89;0.05;201165.62;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 10:20:01 UTC;17.50;5038.53;198712.99;0.03;200755.87;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 10:30:01 UTC;2.21;5394.79;200705.64;0.03;202732.08;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 10:40:01 UTC;9.82;5221.38;201067.57;0.01;203244.17;75.62;0.00;20.62;27.27
P2U-Bardon-LWS02;600;2022-05-08 10:50:01 UTC;1.23;4750.46;199655.67;0.02;201660.96;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 11:00:01 UTC;3.39;5345.87;199269.00;0.06;207126.19;0.00;1628.99;20.81;1.28
P2U-Bardon-LWS02;600;2022-05-08 11:10:01 UTC;9.68;5234.48;198608.44;0.10;200738.24;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 11:20:01 UTC;226.09;5087.32;199569.17;0.10;201439.27;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 11:30:01 UTC;3.22;5653.42;200168.49;0.01;202194.28;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 11:40:01 UTC;8.47;4825.94;198860.66;0.01;200924.91;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 11:50:01 UTC;0.95;5043.18;198883.93;0.01;200926.62;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 12:00:01 UTC;2.86;5501.85;199551.65;0.05;207398.68;0.00;298.35;57.82;19.38
P2U-Bardon-LWS02;600;2022-05-08 12:10:01 UTC;37.27;4941.29;201497.12;0.11;203599.52;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 12:20:01 UTC;1.79;4767.21;198622.13;0.04;200627.05;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 12:30:01 UTC;0.97;5617.33;199238.16;0.02;201260.55;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 12:40:01 UTC;6.66;4965.87;198730.39;0.02;200782.19;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 12:50:01 UTC;15.75;5083.13;198698.45;0.16;200770.03;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 13:00:01 UTC;13.19;5445.36;198985.57;0.19;207036.41;399.37;1406.51;99.18;5.49
P2U-Bardon-LWS02;600;2022-05-08 13:10:01 UTC;1422.59;5399.49;199855.67;0.04;201312.72;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 13:20:01 UTC;2.05;5064.21;198622.14;0.01;200705.20;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 13:30:01 UTC;1.99;5146.98;199130.59;0.01;201064.04;48.79;4.44;5.91;11.11
P2U-Bardon-LWS02;600;2022-05-08 13:40:01 UTC;1099.21;5317.67;199297.81;0.38;202186.92;2420.32;32.10;351.78;14.34
P2U-Bardon-LWS02;600;2022-05-08 13:50:01 UTC;9.18;5022.84;199687.96;0.10;201848.65;11.16;0.00;11.14;99.84
P2U-Bardon-LWS02;600;2022-05-08 14:00:01 UTC;899.80;5519.02;200493.92;155.20;208282.17;10.33;438.99;338.37;75.31
P2U-Bardon-LWS02;600;2022-05-08 14:10:01 UTC;3.57;5361.96;200930.45;0.04;203142.97;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 14:20:01 UTC;3.79;4909.40;198699.73;0.05;200772.12;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 14:30:01 UTC;2.30;5718.66;199064.53;0.03;201048.82;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 14:40:01 UTC;4.01;4976.99;198611.92;0.02;200805.93;218.79;105.87;49.87;15.36
P2U-Bardon-LWS02;600;2022-05-08 14:50:01 UTC;1.25;4600.85;198585.16;0.01;200580.01;15.13;0.00;1.07;7.06
P2U-Bardon-LWS02;599;2022-05-08 15:00:01 UTC;12.92;4877.99;199734.73;0.25;207591.55;114.54;1947.98;174.73;8.47
P2U-Bardon-LWS02;600;2022-05-08 15:10:01 UTC;6.69;5576.74;199531.07;0.11;201810.83;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 15:20:01 UTC;1.63;5228.78;200150.56;0.02;202306.50;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 15:30:01 UTC;174.28;5111.37;200778.24;0.03;202427.67;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 15:40:01 UTC;2.55;5154.20;197250.30;0.01;199430.30;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 15:50:01 UTC;0.38;5241.97;199090.51;0.01;201232.92;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 16:00:01 UTC;1.57;5034.35;199133.92;0.03;207011.81;0.00;974.26;216.19;22.19
P2U-Bardon-LWS02;600;2022-05-08 16:10:01 UTC;3.89;5264.28;200632.42;0.04;202801.07;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 16:20:01 UTC;2.49;5060.23;199872.47;0.03;201987.40;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 16:30:01 UTC;1.87;5257.73;203395.47;0.01;205317.24;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 16:40:01 UTC;8.17;5434.72;198666.65;0.03;200877.41;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 16:50:01 UTC;1.45;4772.17;198730.93;0.00;200761.07;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 17:00:01 UTC;12.06;5140.48;201013.19;0.07;208741.13;0.00;1210.53;43.65;3.61
P2U-Bardon-LWS02;599;2022-05-08 17:10:01 UTC;12.69;5129.68;199582.10;0.18;201723.78;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 17:20:01 UTC;1.62;4906.34;200108.37;0.01;202174.70;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 17:30:01 UTC;1.10;5408.11;199159.87;0.00;201064.15;0.00;0.68;0.08;12.53
P2U-Bardon-LWS02;600;2022-05-08 17:40:01 UTC;10.15;5578.69;197150.99;0.08;199409.39;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 17:50:01 UTC;13.23;4768.51;197081.21;0.11;199025.09;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 18:00:01 UTC;6.70;5156.16;198734.67;0.19;206579.74;4.22;843.02;115.47;13.63
P2U-Bardon-LWS02;600;2022-05-08 18:10:01 UTC;1.37;5429.33;202083.12;0.03;204319.75;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 18:20:01 UTC;13.33;5061.23;199906.66;0.13;201987.70;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 18:30:01 UTC;1.79;5102.21;199131.01;0.01;201010.65;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 18:40:01 UTC;5.09;5147.70;198702.20;0.01;200829.00;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 18:50:01 UTC;0.35;4760.38;198395.28;0.00;200457.13;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 19:00:01 UTC;1.77;5694.51;198885.29;0.02;206802.87;0.00;883.70;125.24;14.17
P2U-Bardon-LWS02;600;2022-05-08 19:10:02 UTC;2.35;5273.68;198591.25;0.01;200786.65;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 19:20:01 UTC;8.37;5105.55;198826.54;0.07;200996.57;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 19:30:01 UTC;2.59;5220.62;201585.20;0.02;203383.74;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 19:40:01 UTC;5.32;5776.56;198467.30;0.02;200839.63;746.15;0.65;13.58;1.82
P2U-Bardon-LWS02;600;2022-05-08 19:50:01 UTC;216.91;4917.80;198911.61;0.01;200809.07;0.00;2.62;2.32;88.51
P2U-Bardon-LWS02;600;2022-05-08 20:00:01 UTC;7.68;5169.45;199263.94;0.17;207065.02;5.83;955.45;139.61;14.52
P2U-Bardon-LWS02;600;2022-05-08 20:10:01 UTC;5.39;5418.58;201142.42;0.09;203387.36;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 20:20:01 UTC;2.50;4767.31;199119.89;0.03;201157.59;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;599;2022-05-08 20:30:01 UTC;1.71;5207.69;199098.13;0.01;201001.06;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 20:40:01 UTC;12.14;5505.14;198737.76;0.08;200944.68;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 20:50:01 UTC;1.61;5231.45;198506.95;0.00;200669.97;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 21:00:01 UTC;3.02;5235.46;198984.06;0.03;206742.20;0.00;925.23;105.46;11.40
P2U-Bardon-LWS02;599;2022-05-08 21:10:01 UTC;56.63;5248.23;199103.60;0.34;201206.21;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 21:20:01 UTC;7.82;5111.64;198747.58;0.22;200774.82;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-08 21:30:01 UTC;1342.63;5326.20;200346.73;0.22;201310.09;184.81;507.75;24.49;3.54
P2U-Bardon-LWS02;600;2022-05-08 21:40:01 UTC;73.46;5259.84;199532.06;0.21;201720.27;738.31;180.41;84.04;9.15
P2U-Bardon-LWS02;600;2022-05-08 21:50:01 UTC;1.65;5372.67;201572.89;0.02;203608.07;1.81;5.60;7.41;99.98
P2U-Bardon-LWS02;600;2022-05-08 22:00:01 UTC;134.58;5138.15;201455.15;32.90;209145.10;10.37;621.12;154.72;24.50
P2U-Bardon-LWS02;600;2022-05-08 22:10:01 UTC;14.96;5717.42;199067.48;0.18;201212.41;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 22:20:01 UTC;33.51;5490.07;201131.99;0.25;201966.23;0.00;0.70;0.08;12.11
P2U-Bardon-LWS02;600;2022-05-08 22:30:01 UTC;9.58;5678.97;201381.35;0.08;201427.61;274.41;4.25;110.58;39.68
P2U-Bardon-LWS02;600;2022-05-08 22:40:01 UTC;311.58;6437.75;199789.57;0.19;200567.19;1257.83;250.28;175.98;11.67
P2U-Bardon-LWS02;600;2022-05-08 22:50:01 UTC;21.70;6332.48;203084.75;0.25;203263.36;452.20;66.24;94.47;18.22
P2U-Bardon-LWS02;600;2022-05-08 23:10:01 UTC;190.79;3824.64;201067.37;0.39;200522.89;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-08 23:20:01 UTC;42.08;5261.85;204082.12;0.14;203786.30;104.84;0.00;6.87;6.56
P2U-Bardon-LWS02;600;2022-05-08 23:30:01 UTC;60187.57;8779.65;193506.72;26.01;209934.66;16124.64;249.70;13731.11;83.86
P2U-Bardon-LWS02;600;2022-05-08 23:40:02 UTC;9727.43;5371.12;197604.91;14.57;201637.92;3696.08;84.73;3767.39;99.64
P2U-Bardon-LWS02;599;2022-05-08 23:50:01 UTC;1382.55;5347.51;204404.53;18.75;204410.14;492.81;4.85;491.17;98.70
P2U-Bardon-LWS02;600;2022-05-09 00:00:01 UTC;5025.52;5435.50;200804.72;516.22;206331.25;261.44;1494.89;1151.94;65.59
P2U-Bardon-LWS02;600;2022-05-09 00:10:01 UTC;168.73;5504.81;202678.36;0.21;203239.80;110.75;69.22;72.65;40.37
P2U-Bardon-LWS02;600;2022-05-09 00:20:01 UTC;39.05;5695.64;204471.55;0.20;204585.44;310.51;0.00;58.11;18.72
P2U-Bardon-LWS02;601;2022-05-09 00:30:01 UTC;118.55;5881.76;201335.82;0.17;201166.17;440.67;42.49;63.56;13.16
P2U-Bardon-LWS02;600;2022-05-09 00:40:01 UTC;361.02;5908.27;202056.68;0.96;203013.12;1895.10;98.47;360.27;18.07
P2U-Bardon-LWS02;600;2022-05-09 00:50:02 UTC;202.49;5921.82;203869.23;2.34;204094.36;290.67;17.71;277.59;90.02
P2U-Bardon-LWS02;599;2022-05-09 01:00:01 UTC;4373.63;7500.23;201933.58;485.43;209814.71;713.51;1105.52;626.04;34.42
P2U-Bardon-LWS02;600;2022-05-09 01:10:01 UTC;170.63;5853.20;200634.58;0.24;201044.33;272.36;182.07;74.06;16.30
P2U-Bardon-LWS02;600;2022-05-09 01:20:01 UTC;10.47;6496.84;201916.18;0.13;203510.71;355.27;18.73;102.13;27.31
P2U-Bardon-LWS02;600;2022-05-09 01:30:01 UTC;99.99;5815.67;204448.63;0.13;204753.58;144.45;1.46;119.20;81.70
P2U-Bardon-LWS02;600;2022-05-09 01:40:01 UTC;1750.50;5985.95;202779.01;0.35;204207.16;1566.51;231.88;835.89;46.48
P2U-Bardon-LWS02;600;2022-05-09 01:50:01 UTC;156.21;5568.31;200675.68;12.26;200847.38;167.72;80.73;177.88;71.59
P2U-Bardon-LWS02;600;2022-05-09 02:00:01 UTC;5296.94;5554.59;205125.07;648.15;211100.96;1431.16;454.87;882.09;46.77
P2U-Bardon-LWS02;600;2022-05-09 02:10:01 UTC;157.28;5227.67;199396.60;0.06;201729.54;59.64;101.09;18.77;11.68
P2U-Bardon-LWS02;600;2022-05-09 02:20:01 UTC;3.33;4842.73;200359.58;0.04;202466.39;3.65;0.73;2.52;57.59
P2U-Bardon-LWS02;599;2022-05-09 02:30:01 UTC;16.66;5392.77;200021.79;0.17;202094.38;32.10;28.45;5.49;9.06
P2U-Bardon-LWS02;600;2022-05-09 02:40:01 UTC;935.95;5755.34;200275.28;0.70;201942.83;1999.24;93.19;587.19;28.06
P2U-Bardon-LWS02;600;2022-05-09 02:50:01 UTC;158.33;5032.64;203531.77;1.34;204281.45;96.90;252.58;198.95;56.93
P2U-Bardon-LWS02;601;2022-05-09 03:00:01 UTC;4926.52;5680.27;201416.63;766.74;206592.40;304.40;1322.77;966.14;59.38
P2U-Bardon-LWS02;599;2022-05-09 03:10:01 UTC;99.65;5932.70;202366.41;23.55;203846.48;118.21;396.00;24.02;4.67
P2U-Bardon-LWS02;600;2022-05-09 03:20:01 UTC;10.81;5261.40;199285.04;0.14;200906.72;125.92;117.97;27.17;11.14
P2U-Bardon-LWS02;600;2022-05-09 03:30:01 UTC;10.43;6088.17;204637.12;0.12;204902.38;172.05;101.33;69.28;25.34
P2U-Bardon-LWS02;600;2022-05-09 03:40:01 UTC;658.87;5767.89;202320.57;3.20;203249.83;2115.26;141.23;624.29;27.67
P2U-Bardon-LWS02;600;2022-05-09 03:50:01 UTC;835.17;5548.84;202500.37;136.27;202719.03;312.61;17.19;308.19;93.45
P2U-Bardon-LWS02;600;2022-05-09 04:00:01 UTC;3922.45;6356.08;201535.85;466.10;206945.18;658.34;786.54;714.97;49.48
P2U-Bardon-LWS02;600;2022-05-09 04:10:01 UTC;40.05;7228.49;205524.20;0.46;207033.38;153.59;413.04;32.95;5.82
P2U-Bardon-LWS02;600;2022-05-09 04:20:01 UTC;226.92;6121.09;200842.84;0.17;201216.82;266.76;326.68;79.92;13.47
P2U-Bardon-LWS02;600;2022-05-09 04:30:01 UTC;13.46;6011.20;203700.52;0.11;203809.84;227.10;35.65;52.43;19.95
P2U-Bardon-LWS02;600;2022-05-09 04:40:01 UTC;478.96;6331.93;204724.96;0.63;206376.69;1453.47;266.95;664.07;38.60
P2U-Bardon-LWS02;600;2022-05-09 04:50:01 UTC;64.56;5916.97;200439.70;10.66;200545.22;106.15;62.59;159.60;94.58
P2U-Bardon-LWS02;600;2022-05-09 05:00:01 UTC;5505.67;5720.93;205615.77;549.78;211671.83;157.55;1955.50;1034.18;48.94
P2U-Bardon-LWS02;599;2022-05-09 05:10:01 UTC;180.64;5932.17;199716.54;0.25;200203.28;5.16;0.00;4.33;83.81
P2U-Bardon-LWS02;600;2022-05-09 05:20:01 UTC;30.66;6956.53;204669.96;0.34;206120.02;273.32;59.20;158.23;47.59
P2U-Bardon-LWS02;601;2022-05-09 05:30:01 UTC;21.93;6056.57;204961.60;0.18;204890.48;134.08;213.21;73.70;21.22
P2U-Bardon-LWS02;600;2022-05-09 05:40:01 UTC;716.39;5898.85;200032.61;0.36;201596.15;1463.63;231.34;510.07;30.09
P2U-Bardon-LWS02;600;2022-05-09 05:50:01 UTC;1730.78;5399.98;202563.86;61.83;204329.37;366.36;128.33;399.71;80.80
P2U-Bardon-LWS02;599;2022-05-09 06:00:01 UTC;7493.51;4503.04;203915.30;734.28;210860.81;155.70;1704.06;1385.13;74.48
P2U-Bardon-LWS02;600;2022-05-09 06:10:01 UTC;202.29;5107.69;199423.16;28.65;201583.81;133.03;1.66;42.43;31.50
P2U-Bardon-LWS02;600;2022-05-09 06:20:01 UTC;708.19;6994.79;200508.97;0.21;202226.98;503.18;26.30;365.13;68.96
P2U-Bardon-LWS02;601;2022-05-09 06:30:01 UTC;11.52;6068.36;200637.42;0.07;200815.81;299.79;17.54;50.57;15.94
P2U-Bardon-LWS02;600;2022-05-09 06:40:01 UTC;733.81;8856.15;194708.41;0.87;198521.51;2610.69;301.57;660.30;22.67
P2U-Bardon-LWS02;600;2022-05-09 06:50:02 UTC;66.10;6929.22;195182.62;3.84;195773.26;42.10;63.99;101.89;96.04
P2U-Bardon-LWS02;599;2022-05-09 07:00:01 UTC;6804.12;6878.05;198095.17;770.69;203376.04;995.26;750.60;1314.19;75.27
P2U-Bardon-LWS02;600;2022-05-09 07:10:01 UTC;1003.64;6851.68;200597.87;155.27;201261.23;734.77;339.82;292.16;27.19
P2U-Bardon-LWS02;600;2022-05-09 07:20:01 UTC;316.80;7301.30;199210.44;0.36;200469.65;323.68;517.05;15.21;1.81
P2U-Bardon-LWS02;600;2022-05-09 07:30:01 UTC;40.38;6535.34;196883.55;0.36;196878.45;205.47;510.57;14.90;2.08
P2U-Bardon-LWS02;600;2022-05-09 07:40:01 UTC;464.95;6667.69;195021.82;1.60;196820.72;1160.60;184.36;1008.97;75.02
P2U-Bardon-LWS02;600;2022-05-09 07:50:01 UTC;261.49;9596.74;192262.33;16.82;200492.82;318.47;20.55;338.61;99.88
P2U-Bardon-LWS02;600;2022-05-09 08:00:01 UTC;9640.33;9712.43;191716.01;1153.73;203051.57;1332.93;571.24;1777.87;93.37
P2U-Bardon-LWS02;601;2022-05-09 08:10:02 UTC;1288.27;16276.88;190163.47;103.92;201020.95;1288.83;1577.96;343.65;11.99
P2U-Bardon-LWS02;599;2022-05-09 08:20:01 UTC;327.22;8605.47;191511.02;0.43;198940.54;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;601;2022-05-09 08:30:01 UTC;237.48;13094.28;186627.00;0.36;195257.55;271.01;273.05;93.49;17.18
P2U-Bardon-LWS02;600;2022-05-09 08:40:01 UTC;824.08;7646.46;193802.15;0.76;197191.15;1106.21;20.58;1122.09;99.58
P2U-Bardon-LWS02;600;2022-05-09 08:50:01 UTC;46.68;5521.19;195447.15;6.21;195659.52;88.33;15.25;103.40;99.82
P2U-Bardon-LWS02;600;2022-05-09 09:00:01 UTC;9644.72;6406.09;192400.46;1195.78;197223.17;894.25;1337.92;1849.95;82.88
P2U-Bardon-LWS02;600;2022-05-09 09:10:01 UTC;1078.07;7212.04;191392.00;57.59;192567.81;509.83;441.99;266.41;27.99
P2U-Bardon-LWS02;600;2022-05-09 09:20:02 UTC;595.08;6521.74;192902.15;0.20;193414.92;217.51;710.70;12.07;1.30
P2U-Bardon-LWS02;600;2022-05-09 09:30:01 UTC;28.11;6668.44;198426.15;0.22;197840.62;30.74;506.84;10.07;1.87
P2U-Bardon-LWS02;600;2022-05-09 09:40:02 UTC;10846.18;11480.95;86341.25;17.04;85680.22;4399.50;55.05;3759.51;84.40
P2U-Bardon-LWS02;599;2022-05-09 09:50:01 UTC;1246.66;2263.13;44260.20;0.53;42007.81;1137.28;0.00;1131.02;99.45
P2U-Bardon-LWS02;600;2022-05-09 10:00:01 UTC;875.88;5626.40;190388.13;3.91;190357.63;729.89;50.08;686.66;88.04
P2U-Bardon-LWS02;600;2022-05-09 10:10:01 UTC;550.52;6721.73;192410.57;4.02;191286.38;359.70;102.24;228.21;49.40
P2U-Bardon-LWS02;600;2022-05-09 10:20:01 UTC;269.31;8860.39;193908.37;3.96;194746.46;253.60;350.05;355.95;58.97
P2U-Bardon-LWS02;600;2022-05-09 10:30:01 UTC;7824.97;6479.23;194945.44;4.17;196068.96;2046.65;53.38;1774.78;84.51
P2U-Bardon-LWS02;600;2022-05-09 10:40:01 UTC;866.88;5859.84;108114.81;5.35;108510.22;882.20;11.09;881.52;98.68
P2U-Bardon-LWS02;600;2022-05-09 10:50:01 UTC;383.42;5756.79;37285.33;2.16;36927.35;119.73;86.66;201.83;97.79
P2U-Bardon-LWS02;601;2022-05-09 11:00:01 UTC;231.88;6087.79;193847.08;3.51;192183.50;171.11;4.47;157.48;89.69
P2U-Bardon-LWS02;599;2022-05-09 11:10:01 UTC;958.62;7692.29;188948.99;3.39;188877.20;414.76;31.57;367.94;82.44
P2U-Bardon-LWS02;600;2022-05-09 11:20:01 UTC;224.57;6829.07;188345.17;3.67;188101.41;185.22;121.92;295.73;96.29
P2U-Bardon-LWS02;601;2022-05-09 11:30:01 UTC;367.39;6915.33;193877.85;2.27;193161.19;149.56;71.20;203.06;91.98
P2U-Bardon-LWS02;600;2022-05-09 11:40:01 UTC;120.17;7459.26;188488.87;1.56;189029.73;305.64;24.84;241.03;72.93
P2U-Bardon-LWS02;600;2022-05-09 11:50:01 UTC;163.57;6767.37;187079.35;1.46;187304.71;95.54;10.51;94.68;89.28
P2U-Bardon-LWS02;600;2022-05-09 12:00:01 UTC;323.20;11117.21;188367.36;1.93;192704.49;250.30;77.06;253.25;77.36
P2U-Bardon-LWS02;600;2022-05-09 12:10:01 UTC;100.51;6844.79;193929.96;1.73;193067.56;81.66;36.07;71.23;60.50
