# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
P2U-Bardon-LWS02;601;2022-05-24 18:30:01 UTC;542.77;7395.21;198216.41;5.09;199850.43;273.34;3.07;227.58;82.33
P2U-Bardon-LWS02;600;2022-05-24 18:40:02 UTC;2218.96;8131.33;192164.56;14.45;195730.55;1918.15;24.19;1456.38;74.98
P2U-Bardon-LWS02;599;2022-05-24 18:50:01 UTC;1045.64;8450.59;195154.73;11.85;197708.67;464.79;23.44;446.92;91.54
P2U-Bardon-LWS02;600;2022-05-24 19:00:01 UTC;16587.92;7727.22;195083.32;24.95;202059.22;6358.02;289.25;3239.86;48.74
P2U-Bardon-LWS02;600;2022-05-24 19:10:01 UTC;1150.33;7289.11;196665.93;4.55;198189.76;463.53;11.38;390.59;82.25
P2U-Bardon-LWS02;600;2022-05-24 19:20:01 UTC;514.97;7566.77;192296.23;5.72;193894.52;366.57;71.08;239.68;54.76
P2U-Bardon-LWS02;600;2022-05-24 19:30:01 UTC;447.54;8429.16;197215.55;2.29;199098.90;376.80;30.63;230.53;56.58
P2U-Bardon-LWS02;600;2022-05-24 19:40:01 UTC;1887.07;7563.91;194886.68;9.06;198028.26;1798.93;46.33;1378.16;74.69
P2U-Bardon-LWS02;600;2022-05-24 19:50:01 UTC;1021.07;7114.42;191373.08;9.74;193489.77;400.13;4.51;396.58;98.01
P2U-Bardon-LWS02;600;2022-05-24 20:00:01 UTC;16449.10;8106.63;195018.62;25.56;203396.20;4925.58;202.77;2336.81;45.57
P2U-Bardon-LWS02;599;2022-05-24 20:10:01 UTC;788.12;7407.23;195237.46;1.96;196408.34;538.73;132.45;329.38;49.07
P2U-Bardon-LWS02;600;2022-05-24 20:20:01 UTC;244.85;7409.31;194795.41;1.75;196424.08;356.91;94.35;202.18;44.80
P2U-Bardon-LWS02;600;2022-05-24 20:30:01 UTC;276.33;7627.96;196034.44;1.99;196972.65;378.82;6.34;243.55;63.23
P2U-Bardon-LWS02;600;2022-05-24 20:40:01 UTC;1354.48;6936.64;191675.93;6.34;195617.93;2344.29;84.47;1565.78;64.47
P2U-Bardon-LWS02;600;2022-05-24 20:50:01 UTC;737.32;6807.94;191276.40;6.82;193153.99;222.15;44.36;246.91;92.65
P2U-Bardon-LWS02;600;2022-05-24 21:00:01 UTC;16542.96;7011.17;196376.60;27.05;202714.16;4692.37;134.30;2582.46;53.50
P2U-Bardon-LWS02;600;2022-05-24 21:10:01 UTC;821.96;6848.12;193721.82;2.64;194038.35;840.84;23.41;388.61;44.97
P2U-Bardon-LWS02;600;2022-05-24 21:20:01 UTC;2423.19;8695.98;186936.23;5.38;190974.41;2218.16;192.09;1048.05;43.48
P2U-Bardon-LWS02;600;2022-05-24 21:30:01 UTC;5823.84;8261.18;192175.20;9.62;195130.30;1481.25;3.34;1453.32;97.89
P2U-Bardon-LWS02;601;2022-05-24 21:40:02 UTC;7964.37;6439.40;189686.10;31.25;195185.18;2832.79;86.93;2624.85;89.90
P2U-Bardon-LWS02;599;2022-05-24 21:50:01 UTC;38131.47;13604.37;164985.14;166.12;181080.26;14513.69;315.98;9038.96;60.95
P2U-Bardon-LWS02;601;2022-05-24 22:00:01 UTC;19016.99;6672.47;187644.21;38.40;199025.10;7003.57;317.70;4726.40;64.56
P2U-Bardon-LWS02;599;2022-05-24 22:10:01 UTC;5696.98;5806.52;189083.48;3.97;193207.75;2509.82;3.88;1550.51;61.68
P2U-Bardon-LWS02;600;2022-05-24 22:20:01 UTC;636.61;6957.25;190908.85;7.21;192557.27;292.51;2.87;284.26;96.23
P2U-Bardon-LWS02;600;2022-05-24 22:30:01 UTC;526.82;7322.55;192325.12;4.03;193643.22;272.56;14.63;278.33;96.92
P2U-Bardon-LWS02;600;2022-05-24 22:40:01 UTC;10385.57;6714.59;186736.11;10.22;191438.67;3258.68;88.65;3163.82;94.52
P2U-Bardon-LWS02;600;2022-05-24 22:50:01 UTC;4135.31;7366.12;185456.01;25.92;188704.99;988.98;145.02;790.98;69.75
P2U-Bardon-LWS02;601;2022-05-24 23:10:01 UTC;410.52;2754.82;191364.86;5.14;191829.78;876.59;86.82;411.16;42.68
P2U-Bardon-LWS02;599;2022-05-24 23:20:01 UTC;489.33;3830.87;185747.49;5.60;187241.33;1025.96;76.97;275.59;24.99
P2U-Bardon-LWS02;600;2022-05-24 23:30:01 UTC;55894.29;8861.02;185253.07;20.20;202099.82;14157.98;12.77;13797.07;97.36
P2U-Bardon-LWS02;600;2022-05-24 23:40:01 UTC;17918.37;6817.60;190241.14;17.94;197818.17;5961.67;20.86;5968.66;99.77
P2U-Bardon-LWS02;600;2022-05-24 23:50:01 UTC;511.04;6083.62;189256.73;9.70;191783.72;263.16;18.09;279.13;99.25
P2U-Bardon-LWS02;601;2022-05-25 00:00:01 UTC;16727.07;5886.79;190565.06;25.37;197087.57;5301.62;134.64;2792.28;51.36
P2U-Bardon-LWS02;600;2022-05-25 00:10:02 UTC;535.08;6584.10;192506.92;1.39;193843.62;601.23;25.52;303.68;48.45
P2U-Bardon-LWS02;599;2022-05-25 00:20:01 UTC;198.46;6563.46;192941.31;1.46;194665.51;324.39;74.92;222.68;55.77
P2U-Bardon-LWS02;600;2022-05-25 00:30:01 UTC;53.57;6117.87;195591.23;0.61;197326.59;161.82;153.57;86.36;27.38
P2U-Bardon-LWS02;600;2022-05-25 00:40:01 UTC;854.04;6323.94;190158.42;4.71;194539.69;2473.98;102.11;1376.89;53.45
P2U-Bardon-LWS02;600;2022-05-25 00:50:01 UTC;351.08;6253.53;190103.50;22.81;192035.58;162.32;24.67;156.10;83.48
P2U-Bardon-LWS02;600;2022-05-25 01:00:01 UTC;13989.70;6160.86;192471.67;26.99;199351.91;4436.12;144.79;2255.20;49.23
P2U-Bardon-LWS02;600;2022-05-25 01:10:01 UTC;675.22;6523.86;193820.99;1.22;195630.55;570.80;14.19;297.09;50.79
P2U-Bardon-LWS02;600;2022-05-25 01:20:01 UTC;36.80;6185.31;193625.95;0.70;195753.74;271.51;37.77;141.01;45.59
P2U-Bardon-LWS02;600;2022-05-25 01:30:01 UTC;22.20;6205.21;195348.13;0.24;197115.76;123.71;1.24;117.76;94.25
P2U-Bardon-LWS02;600;2022-05-25 01:40:02 UTC;1983.87;6552.78;191659.25;1.94;195494.06;2275.85;180.00;1538.04;62.63
P2U-Bardon-LWS02;599;2022-05-25 01:50:01 UTC;311.48;6332.02;193773.67;2.83;195807.70;178.52;13.09;189.61;98.96
P2U-Bardon-LWS02;600;2022-05-25 02:00:01 UTC;14960.60;6275.13;195024.68;17.39;203235.50;4428.58;209.34;2400.46;51.76
P2U-Bardon-LWS02;600;2022-05-25 02:10:01 UTC;324.08;5503.05;189061.75;1.26;192858.60;248.16;0.00;115.12;46.39
P2U-Bardon-LWS02;600;2022-05-25 02:20:01 UTC;41.50;6027.32;191367.84;0.79;195871.92;145.10;0.00;51.85;35.74
P2U-Bardon-LWS02;600;2022-05-25 02:30:01 UTC;2.90;5485.40;192263.84;0.05;195835.09;0.00;0.00;0.00;0.00
P2U-Bardon-LWS02;600;2022-05-25 02:40:01 UTC;1147.43;6387.10;192876.89;1.57;197154.74;2722.74;42.46;1355.27;49.01
P2U-Bardon-LWS02;600;2022-05-25 02:50:01 UTC;176.90;7431.22;193207.85;2.10;196748.91;158.45;37.01;193.93;99.22
P2U-Bardon-LWS02;600;2022-05-25 03:00:01 UTC;14550.79;6427.10;195164.28;12.31;202390.60;4783.27;132.69;2565.60;52.19
P2U-Bardon-LWS02;600;2022-05-25 03:10:01 UTC;507.40;6670.88;192809.41;1.56;193888.25;836.02;1.30;306.62;36.62
P2U-Bardon-LWS02;600;2022-05-25 03:20:01 UTC;55.63;6384.85;194118.09;1.01;195423.41;176.79;5.50;177.88;97.58
P2U-Bardon-LWS02;600;2022-05-25 03:30:01 UTC;35.84;6462.48;194654.42;0.44;196337.84;174.62;8.31;145.42;79.49
P2U-Bardon-LWS02;600;2022-05-25 03:40:01 UTC;963.86;5920.92;194001.57;8.38;197197.84;2326.09;65.39;1272.34;53.20
P2U-Bardon-LWS02;600;2022-05-25 03:50:01 UTC;549.03;6347.86;194346.29;46.20;196126.29;152.62;39.56;186.74;97.17
P2U-Bardon-LWS02;600;2022-05-25 04:00:01 UTC;14323.31;6373.22;195430.35;25.87;202555.09;4238.47;132.24;2281.29;52.19
P2U-Bardon-LWS02;599;2022-05-25 04:10:01 UTC;1111.39;7211.34;191389.04;2.25;194257.37;1159.24;113.69;477.32;37.50
P2U-Bardon-LWS02;600;2022-05-25 04:20:01 UTC;229.80;6501.79;192338.87;0.57;194397.06;251.60;7.83;170.34;65.66
P2U-Bardon-LWS02;601;2022-05-25 04:30:01 UTC;682.52;6112.41;196247.95;0.23;198550.68;306.70;25.17;245.09;73.85
P2U-Bardon-LWS02;600;2022-05-25 04:40:02 UTC;1836.39;9444.22;191711.36;5.90;196231.14;2376.08;48.00;1656.76;68.35
P2U-Bardon-LWS02;599;2022-05-25 04:50:01 UTC;500.56;5953.38;191111.35;7.40;192503.63;169.80;28.80;191.82;96.59
P2U-Bardon-LWS02;600;2022-05-25 05:00:01 UTC;15196.95;6047.77;194459.78;17.74;201197.77;4834.19;103.57;2472.16;50.07
P2U-Bardon-LWS02;600;2022-05-25 05:10:01 UTC;1093.67;6810.15;194085.44;3.50;195962.95;751.48;146.92;414.53;46.14
P2U-Bardon-LWS02;600;2022-05-25 05:20:01 UTC;66.61;6552.36;194684.90;0.84;196255.43;175.63;54.28;153.15;66.61
P2U-Bardon-LWS02;600;2022-05-25 05:30:01 UTC;187.17;5956.69;194515.36;0.52;195768.61;205.49;15.65;191.76;86.71
P2U-Bardon-LWS02;600;2022-05-25 05:40:01 UTC;1019.38;6530.90;188079.80;2.48;193229.92;2570.89;26.74;1430.02;55.05
P2U-Bardon-LWS02;600;2022-05-25 05:50:01 UTC;66.82;5120.88;192739.89;0.92;196379.71;28.12;0.00;28.07;99.83
P2U-Bardon-LWS02;600;2022-05-25 06:00:01 UTC;14265.65;5221.93;194885.09;12.09;204316.42;4774.95;123.07;2217.98;45.28
P2U-Bardon-LWS02;600;2022-05-25 06:10:01 UTC;672.53;5650.32;188544.50;0.60;192642.01;239.53;0.69;192.40;80.09
P2U-Bardon-LWS02;600;2022-05-25 06:20:01 UTC;199.97;6175.19;194550.63;0.91;196308.67;200.30;45.41;163.27;66.45
P2U-Bardon-LWS02;600;2022-05-25 06:30:01 UTC;263.05;7200.72;190310.45;0.29;190741.16;224.58;1.92;222.24;98.12
P2U-Bardon-LWS02;600;2022-05-25 06:40:01 UTC;1119.45;6933.07;186818.58;3.94;189831.36;2203.54;261.22;1414.87;57.40
P2U-Bardon-LWS02;600;2022-05-25 06:50:01 UTC;686.14;7765.09;182831.90;9.40;183719.98;318.74;43.01;345.54;95.52
P2U-Bardon-LWS02;600;2022-05-25 07:00:01 UTC;14528.01;6263.11;180621.78;27.11;186013.19;4931.08;171.52;2280.34;44.69
P2U-Bardon-LWS02;599;2022-05-25 07:10:01 UTC;931.02;6808.10;181539.80;1.06;182310.14;533.10;22.70;389.37;70.05
P2U-Bardon-LWS02;600;2022-05-25 07:20:01 UTC;59.15;6837.68;181492.49;0.95;182168.92;270.73;92.83;261.05;71.80
P2U-Bardon-LWS02;601;2022-05-25 07:30:01 UTC;882.81;7041.15;175736.72;1.48;176357.66;379.90;48.60;276.24;64.47
P2U-Bardon-LWS02;600;2022-05-25 07:40:02 UTC;952.35;7813.88;169703.19;5.27;173058.46;2170.20;74.74;1455.85;64.85
P2U-Bardon-LWS02;599;2022-05-25 07:50:01 UTC;2701.73;8632.45;166549.37;7.01;168927.79;614.31;11.78;624.85;99.80
P2U-Bardon-LWS02;601;2022-05-25 08:00:02 UTC;15467.25;6232.00;169502.78;25.02;175670.82;4881.36;84.84;2705.14;54.47
P2U-Bardon-LWS02;599;2022-05-25 08:10:01 UTC;1157.53;6490.33;170396.88;3.18;171447.32;980.46;115.13;405.14;36.98
P2U-Bardon-LWS02;600;2022-05-25 08:20:01 UTC;205.81;6874.36;172634.43;1.22;173746.93;218.14;8.43;176.97;78.11
P2U-Bardon-LWS02;600;2022-05-25 08:30:01 UTC;369.26;6927.18;173584.68;0.98;174171.07;224.55;1.15;221.45;98.12
P2U-Bardon-LWS02;600;2022-05-25 08:40:01 UTC;1947.23;7316.36;174738.60;8.82;178132.77;2656.03;99.22;1584.12;57.49
P2U-Bardon-LWS02;600;2022-05-25 08:50:01 UTC;695.70;7908.63;178448.45;11.34;179182.76;263.54;36.28;268.90;89.69
P2U-Bardon-LWS02;600;2022-05-25 09:00:01 UTC;15021.58;6962.86;182235.60;25.24;188356.26;4575.63;100.32;2456.06;52.53
P2U-Bardon-LWS02;599;2022-05-25 09:10:01 UTC;1096.71;7779.80;185885.26;3.71;186353.63;1009.86;106.94;460.53;41.24
P2U-Bardon-LWS02;600;2022-05-25 09:20:01 UTC;592.00;7543.59;186140.29;1.29;187873.74;511.79;54.51;405.49;71.60
P2U-Bardon-LWS02;601;2022-05-25 09:30:01 UTC;101.78;8149.35;189736.35;1.30;192141.19;162.30;6.87;134.02;79.22
P2U-Bardon-LWS02;599;2022-05-25 09:40:01 UTC;1685.42;7151.53;195499.11;6.30;199813.53;2421.33;41.87;1576.40;64.00
P2U-Bardon-LWS02;600;2022-05-25 09:50:01 UTC;582.45;6747.72;195415.83;6.71;197905.49;246.51;41.67;270.48;93.86
P2U-Bardon-LWS02;600;2022-05-25 10:00:01 UTC;16270.38;8292.92;200073.57;24.05;209393.62;4783.40;135.38;2588.93;52.63
P2U-Bardon-LWS02;600;2022-05-25 10:10:01 UTC;1410.42;7766.31;200573.08;3.07;203567.27;1115.86;23.00;470.27;41.29
P2U-Bardon-LWS02;600;2022-05-25 10:20:01 UTC;493.32;7151.28;196928.10;1.32;199200.78;327.17;27.73;274.07;77.23
P2U-Bardon-LWS02;600;2022-05-25 10:30:01 UTC;228.38;7273.96;197000.97;0.88;198789.08;261.26;1.19;221.65;84.46
P2U-Bardon-LWS02;600;2022-05-25 10:40:01 UTC;1255.26;7292.71;191678.21;4.75;194742.09;2266.42;176.43;1468.33;60.11
P2U-Bardon-LWS02;600;2022-05-25 10:50:01 UTC;1340.63;7918.27;191941.10;9.79;193984.96;420.52;31.17;410.67;90.92
P2U-Bardon-LWS02;600;2022-05-25 11:00:02 UTC;15771.73;7301.45;195875.94;26.73;203565.30;5312.99;120.19;2578.52;47.46
P2U-Bardon-LWS02;599;2022-05-25 11:10:01 UTC;1261.13;7805.95;194781.10;3.67;196162.74;737.68;59.06;503.59;63.21
P2U-Bardon-LWS02;600;2022-05-25 11:20:01 UTC;158.23;7174.91;195724.98;1.82;197580.30;390.31;45.50;337.11;77.35
P2U-Bardon-LWS02;600;2022-05-25 11:30:01 UTC;71.96;7589.25;198282.68;0.80;199215.74;221.62;45.94;140.66;52.57
P2U-Bardon-LWS02;600;2022-05-25 11:40:01 UTC;2269.14;8467.36;193943.48;13.01;197698.78;2539.95;86.77;1653.74;62.96
P2U-Bardon-LWS02;600;2022-05-25 11:50:01 UTC;1013.62;9031.96;187727.77;15.73;190300.27;361.63;41.48;361.27;89.62
P2U-Bardon-LWS02;600;2022-05-25 12:00:01 UTC;15357.69;6943.71;195546.54;31.34;202300.75;4810.57;92.85;2487.76;50.74
P2U-Bardon-LWS02;600;2022-05-25 12:10:01 UTC;1565.07;7921.19;194030.40;3.26;196032.79;898.10;71.44;533.10;54.99
P2U-Bardon-LWS02;600;2022-05-25 12:20:01 UTC;512.04;9500.74;198237.40;1.44;201218.94;583.43;86.73;406.41;60.64
P2U-Bardon-LWS02;600;2022-05-25 12:30:01 UTC;91.54;6984.18;197828.86;0.96;198895.36;118.93;3.45;31.78;25.97
P2U-Bardon-LWS02;600;2022-05-25 12:40:02 UTC;1624.06;7691.64;192058.44;10.49;196494.11;2540.82;90.79;1590.93;60.45
P2U-Bardon-LWS02;599;2022-05-25 12:50:01 UTC;1037.31;10828.92;190345.70;12.89;192770.13;321.97;77.83;367.80;92.00
P2U-Bardon-LWS02;600;2022-05-25 13:00:01 UTC;16397.65;13462.54;192937.45;29.86;202679.97;5493.92;343.62;2979.85;51.05
P2U-Bardon-LWS02;600;2022-05-25 13:10:01 UTC;1236.60;7334.55;191139.63;5.44;192301.77;810.09;79.04;479.98;53.98
P2U-Bardon-LWS02;600;2022-05-25 13:20:01 UTC;634.57;9603.01;187835.12;2.00;190319.94;794.16;98.04;331.82;37.19
P2U-Bardon-LWS02;600;2022-05-25 13:30:01 UTC;118.09;7258.50;187961.78;1.22;188506.62;204.71;5.24;119.07;56.72
P2U-Bardon-LWS02;600;2022-05-25 13:40:01 UTC;1265.61;7744.71;179158.90;7.99;181857.43;2022.08;96.47;1601.91;75.61
P2U-Bardon-LWS02;600;2022-05-25 13:50:01 UTC;372.35;6840.07;178114.36;4.94;181398.22;125.29;7.66;131.68;99.04
P2U-Bardon-LWS02;600;2022-05-25 14:00:02 UTC;19809.61;12351.38;64276.68;48.60;70853.36;5614.39;2.92;5346.81;95.18
P2U-Bardon-LWS02;599;2022-05-25 14:10:01 UTC;4607.48;5869.09;139953.60;28.16;137345.45;1907.03;27.74;1701.26;87.93
P2U-Bardon-LWS02;600;2022-05-25 14:20:01 UTC;114.01;6697.50;180730.48;1.52;182467.51;206.45;0.00;204.65;99.13
P2U-Bardon-LWS02;600;2022-05-25 14:30:01 UTC;215.26;6716.94;185006.13;0.79;185171.32;225.56;131.66;127.06;35.57
P2U-Bardon-LWS02;600;2022-05-25 14:40:01 UTC;2882.98;7766.73;180099.17;3.74;182170.85;2264.33;97.56;1765.80;74.76
P2U-Bardon-LWS02;600;2022-05-25 14:50:01 UTC;474.61;6768.86;182396.87;2.95;182421.67;273.06;36.62;255.42;82.48
P2U-Bardon-LWS02;600;2022-05-25 15:00:01 UTC;6411.92;6611.44;181898.67;9.73;183398.46;1422.61;33.24;1319.43;90.63
P2U-Bardon-LWS02;600;2022-05-25 15:10:01 UTC;10157.18;8477.20;178899.96;9.36;183828.67;4597.11;97.43;1862.07;39.66
P2U-Bardon-LWS02;600;2022-05-25 15:20:01 UTC;172.55;7654.48;182368.88;0.59;183361.64;240.10;9.60;217.27;87.02
P2U-Bardon-LWS02;600;2022-05-25 15:30:01 UTC;393.46;7238.14;189708.77;1.29;188792.39;267.08;0.00;256.00;95.85
P2U-Bardon-LWS02;600;2022-05-25 15:40:01 UTC;1484.29;7603.49;189641.24;4.49;190587.74;2497.13;136.83;1453.64;55.19
P2U-Bardon-LWS02;600;2022-05-25 15:50:01 UTC;3212.81;11587.43;189080.48;9.68;192976.70;759.21;39.30;761.68;95.39
P2U-Bardon-LWS02;600;2022-05-25 16:00:02 UTC;14477.90;7008.31;190396.49;27.12;196030.15;5688.84;82.46;3115.46;53.98
P2U-Bardon-LWS02;599;2022-05-25 16:10:01 UTC;2275.45;7328.41;190922.92;4.32;188902.24;8.24;0.00;6.80;82.50
P2U-Bardon-LWS02;600;2022-05-25 16:20:01 UTC;355.01;6693.76;190878.71;1.12;190389.57;705.57;35.85;206.99;27.92
P2U-Bardon-LWS02;601;2022-05-25 16:30:02 UTC;93.27;6472.52;191453.08;0.71;190659.74;358.21;58.22;142.82;34.30
P2U-Bardon-LWS02;599;2022-05-25 16:40:01 UTC;1556.62;5959.47;185699.53;3.52;186977.14;2144.11;118.69;1674.51;74.00
P2U-Bardon-LWS02;600;2022-05-25 16:50:01 UTC;622.18;7483.30;188430.13;3.57;188974.32;244.66;25.93;258.73;95.61
P2U-Bardon-LWS02;600;2022-05-25 17:00:01 UTC;16046.26;6537.14;192130.25;403.80;197577.13;5283.82;195.43;2566.86;46.85
P2U-Bardon-LWS02;600;2022-05-25 17:10:01 UTC;1904.13;7096.76;188991.95;4.27;188921.80;782.76;56.20;636.70;75.89
P2U-Bardon-LWS02;600;2022-05-25 17:20:01 UTC;420.29;7022.02;188891.80;1.41;188962.50;240.91;13.58;245.68;96.54
P2U-Bardon-LWS02;600;2022-05-25 17:30:01 UTC;56.77;7006.66;188445.27;0.63;187780.74;211.02;42.34;142.39;56.20
P2U-Bardon-LWS02;600;2022-05-25 17:40:01 UTC;734.72;6342.36;184244.54;1.44;188127.82;2258.96;145.92;1100.60;45.77
P2U-Bardon-LWS02;600;2022-05-25 17:50:01 UTC;90.15;5846.03;186254.24;1.15;189051.63;26.62;0.00;25.36;95.25
P2U-Bardon-LWS02;600;2022-05-25 18:00:01 UTC;13846.70;5695.51;186520.44;422.94;194177.27;4841.87;129.29;2303.92;46.35
P2U-Bardon-LWS02;600;2022-05-25 18:10:01 UTC;700.15;6747.32;185651.61;4.38;186211.77;277.63;3.51;225.26;80.12
P2U-Bardon-LWS02;600;2022-05-25 18:20:01 UTC;482.44;7229.97;187676.52;1.02;188321.42;441.92;2.64;266.52;59.95
P2U-Bardon-LWS02;600;2022-05-25 18:30:01 UTC;165.41;6745.61;192258.73;0.29;192713.05;232.22;0.60;189.89;81.56
P2U-Bardon-LWS02;600;2022-05-25 18:40:01 UTC;982.07;8092.75;190329.81;3.07;192019.60;2219.72;180.36;1398.48;58.27
P2U-Bardon-LWS02;600;2022-05-25 18:50:01 UTC;1432.01;7013.53;190341.32;4.17;189877.57;314.79;35.53;330.26;94.27
P2U-Bardon-LWS02;600;2022-05-25 19:00:01 UTC;15550.12;6313.56;190676.15;405.69;196231.48;4793.52;114.83;2633.52;53.65
P2U-Bardon-LWS02;599;2022-05-25 19:10:01 UTC;971.98;6495.86;190945.85;14.49;191016.94;952.85;69.90;314.57;30.76
P2U-Bardon-LWS02;600;2022-05-25 19:20:01 UTC;176.69;6492.74;189054.04;0.73;189371.68;193.81;2.63;189.32;96.38
P2U-Bardon-LWS02;600;2022-05-25 19:30:01 UTC;324.78;6478.97;193203.76;0.49;192957.68;245.90;4.49;178.57;71.32
P2U-Bardon-LWS02;600;2022-05-25 19:40:01 UTC;1271.52;6456.86;187372.30;2.44;188979.85;2482.13;81.11;1453.52;56.71
P2U-Bardon-LWS02;600;2022-05-25 19:50:01 UTC;709.84;6779.87;189823.26;5.67;189079.80;236.28;24.89;255.17;97.71
P2U-Bardon-LWS02;600;2022-05-25 20:00:01 UTC;14934.90;6417.15;190717.53;427.24;197048.82;5037.23;109.87;2408.61;46.80
P2U-Bardon-LWS02;600;2022-05-25 20:10:01 UTC;770.36;6172.63;185468.26;0.59;187296.73;564.52;14.75;316.50;54.64
P2U-Bardon-LWS02;600;2022-05-25 20:20:01 UTC;1048.15;8726.62;186757.24;0.16;190227.86;699.82;28.02;495.00;68.01
P2U-Bardon-LWS02;600;2022-05-25 20:30:01 UTC;161.20;6378.23;190614.47;0.21;190722.96;137.55;1.23;86.77;62.53
P2U-Bardon-LWS02;600;2022-05-25 20:40:01 UTC;1405.06;5865.84;187299.24;2.55;189761.15;2366.66;62.75;1619.64;66.67
P2U-Bardon-LWS02;600;2022-05-25 20:50:01 UTC;786.63;7392.19;185110.72;3.86;186978.02;212.82;44.28;256.75;99.86
P2U-Bardon-LWS02;600;2022-05-25 21:00:01 UTC;14754.18;6012.41;188608.58;403.06;193484.01;4709.34;169.20;2305.69;47.26
P2U-Bardon-LWS02;599;2022-05-25 21:10:01 UTC;908.11;6262.42;187225.49;0.60;187662.18;633.75;21.60;402.30;61.39
P2U-Bardon-LWS02;600;2022-05-25 21:20:01 UTC;398.31;6479.47;190026.62;0.47;189660.30;340.72;54.25;274.01;69.37
P2U-Bardon-LWS02;601;2022-05-25 21:30:01 UTC;271.85;5864.69;187863.17;0.19;187805.67;206.81;6.54;206.32;96.71
P2U-Bardon-LWS02;601;2022-05-25 21:40:02 UTC;948.57;5789.91;185581.86;1.16;188281.38;2223.85;194.03;1243.53;51.43
P2U-Bardon-LWS02;599;2022-05-25 21:50:01 UTC;151.10;5119.37;182464.59;0.12;185441.50;56.49;8.93;64.14;98.04
P2U-Bardon-LWS02;601;2022-05-25 22:00:02 UTC;13900.87;4484.35;184740.50;395.07;192779.36;4723.18;184.40;2100.78;42.81
P2U-Bardon-LWS02;599;2022-05-25 22:10:01 UTC;779.70;5057.77;180726.80;3.51;183078.13;300.22;0.00;244.59;81.47
P2U-Bardon-LWS02;600;2022-05-25 22:20:01 UTC;315.78;6190.59;185520.24;0.55;186968.79;247.31;4.07;250.34;99.59
P2U-Bardon-LWS02;600;2022-05-25 22:30:01 UTC;152.63;5274.68;191479.87;0.14;192808.69;201.92;24.41;141.54;62.54
P2U-Bardon-LWS02;600;2022-05-25 22:40:01 UTC;644.59;6434.43;195704.68;2.05;198138.92;2305.63;222.37;1450.62;57.38
P2U-Bardon-LWS02;600;2022-05-25 22:50:01 UTC;654.99;7137.72;192576.68;2.77;194769.03;256.12;47.13;298.25;98.35
P2U-Bardon-LWS02;600;2022-05-25 23:10:01 UTC;1148.23;2574.95;193611.47;119.66;193294.36;535.30;96.68;389.31;61.60
P2U-Bardon-LWS02;600;2022-05-25 23:20:01 UTC;71.03;3877.79;198530.63;0.46;197446.10;332.36;47.34;206.35;54.34
P2U-Bardon-LWS02;600;2022-05-25 23:30:01 UTC;52945.05;7932.41;188706.40;7.08;201852.37;14231.59;8.73;12936.18;90.84
P2U-Bardon-LWS02;600;2022-05-25 23:40:01 UTC;15354.86;5669.22;192723.38;5.59;198132.64;5362.27;17.29;5375.65;99.93
P2U-Bardon-LWS02;600;2022-05-25 23:50:01 UTC;120.41;4758.32;192120.50;4.42;193441.50;175.99;6.58;182.31;99.86
P2U-Bardon-LWS02;600;2022-05-26 00:00:01 UTC;14562.50;5593.31;193554.23;400.92;199016.21;4475.94;65.09;2229.24;49.09
P2U-Bardon-LWS02;600;2022-05-26 00:10:02 UTC;510.17;5828.57;197754.15;0.71;198358.33;369.34;0.00;277.54;75.15
P2U-Bardon-LWS02;599;2022-05-26 00:20:01 UTC;1471.95;7259.92;195670.24;0.45;196739.12;1095.16;19.27;471.30;42.29
P2U-Bardon-LWS02;601;2022-05-26 00:30:01 UTC;63.50;6184.56;193024.60;0.71;194738.87;319.78;21.79;178.59;52.29
P2U-Bardon-LWS02;600;2022-05-26 00:40:01 UTC;789.40;5457.21;194276.73;1.32;196243.84;2194.23;128.27;1491.94;64.24
P2U-Bardon-LWS02;600;2022-05-26 00:50:01 UTC;407.37;6136.48;193877.84;3.63;194361.32;168.58;36.88;200.00;97.34
P2U-Bardon-LWS02;600;2022-05-26 01:00:02 UTC;14629.82;5543.48;196257.23;400.15;202792.19;4671.29;178.60;2125.24;43.82
P2U-Bardon-LWS02;599;2022-05-26 01:10:01 UTC;507.38;5507.54;194686.66;0.56;194797.02;477.63;51.69;313.64;59.25
P2U-Bardon-LWS02;600;2022-05-26 01:20:01 UTC;159.49;5581.91;196499.37;0.16;197474.42;216.07;6.71;208.58;93.63
P2U-Bardon-LWS02;600;2022-05-26 01:30:01 UTC;8.60;5327.19;194828.57;0.08;195675.65;176.06;1.98;128.46;72.15
P2U-Bardon-LWS02;600;2022-05-26 01:40:01 UTC;715.02;5379.62;195487.99;1.01;197558.80;1981.15;279.13;1119.50;49.53
P2U-Bardon-LWS02;600;2022-05-26 01:50:01 UTC;119.34;5600.99;196710.66;1.10;197624.22;116.14;24.32;139.79;99.52
P2U-Bardon-LWS02;600;2022-05-26 02:00:01 UTC;12803.88;4606.85;193020.42;278.45;199847.30;4147.21;37.64;1938.22;46.32
P2U-Bardon-LWS02;600;2022-05-26 02:10:01 UTC;1392.93;4091.73;191453.72;119.26;194384.84;515.08;0.00;388.94;75.51
P2U-Bardon-LWS02;600;2022-05-26 02:20:01 UTC;10.33;5076.63;190654.39;0.20;192419.57;232.02;57.98;49.89;17.20
